id,conversation_id,post_order,thread_length,date,created_at,text,like_count,retweet_count,reply_count,quote_count,bookmark_count,impression_count,has_image,has_video,has_link,permalink
1983836868132393434,1983836717959541072,3,5,2025-10-30,2025-10-30T10:02:21.000Z,"Claude Code用のAIエージェントが掲載されてるサイト：
https://t.co/8eMqXuvFEr",15,0,1,0,24,24838,,,,https://x.com/SuguruKun_ai/status/1983836868132393434
1983836721231098121,1983836717959541072,1,5,2025-10-30,2025-10-30T10:01:46.000Z,"こちらから

・会社メールのみ
・米国西海岸時間の10/30 朝8時までの期間限定
https://t.co/gXHQvUlbE5",34,3,1,2,30,18940,,,○,https://x.com/SuguruKun_ai/status/1983836721231098121
1983836717959541072,1983836717959541072,2,5,2025-10-30,2025-10-30T10:01:46.000Z,"Claudeが一ヶ月のProプランを期間限定で無料にしてる！

今日だけみたいなのでぜひ登録しておきたい👇🧵 https://t.co/jF6WtLLldp",729,82,4,22,391,125876,○,,,https://x.com/SuguruKun_ai/status/1983836717959541072
1983823580786991295,1983820812462518503,7,7,2025-10-30,2025-10-30T09:09:33.000Z,"ちなみにVeo 3.1も使える：
https://t.co/RreiD1QW4x",7,0,0,0,1,6869,,,○,https://x.com/SuguruKun_ai/status/1983823580786991295
1983821751936299244,1983820812462518503,6,7,2025-10-30,2025-10-30T09:02:17.000Z,"実際に作ってみたポスターがこちら。
（Lovart出力例のスクショ挿入推奨）
テキスト指示：「ハロウィン×カフェ×上品トーン」で生成。
配色・レイアウトがほぼ一発OK。修正はロゴ差し替えだけで済んだ。

#Lovart #LovartAI #CreateWithLovart

こちら
👉 https://t.co/FZlBRrGhRP https://t.co/EA0w1kg4eY",14,0,1,0,4,5003,○,,○,https://x.com/SuguruKun_ai/status/1983821751936299244
1983820871216329111,1983820812462518503,5,7,2025-10-30,2025-10-30T08:58:47.000Z,"チームでの使い方。
・マーケチーム→キャンペーンKVを即生成
・EC担当→商品バナーを一括出力
・スタートアップ→採用・営業資料のビジュアル統一
1人デザイナーが“チーム化”する感覚。",3,0,1,0,0,1507,,,,https://x.com/SuguruKun_ai/status/1983820871216329111
1983820859174482275,1983820812462518503,4,7,2025-10-30,2025-10-30T08:58:45.000Z,"実務で刺さるのは“統合”。
画像はNanoBanana／動画はSora2／3DはTripoと、最新SOTAモデルを1つの画面で切り替えられる。
案件単位でモデル選定ができるので、制作物の品質を均一化しやすい。 https://t.co/QhnAkaBFXi",4,0,1,0,3,736,○,,,https://x.com/SuguruKun_ai/status/1983820859174482275
1983820840828621205,1983820812462518503,3,7,2025-10-30,2025-10-30T08:58:40.000Z,"編集の再現性が高い。
生成後もレイヤー編集が可能。
背景・文字・装飾を個別に調整でき、PSDで書き出して他ツールと連携もOK。
既存のCanvaやPSから乗り換えても違和感がほぼない操作性。",3,0,1,0,0,488,,,,https://x.com/SuguruKun_ai/status/1983820840828621205
1983820828606345380,1983820812462518503,2,7,2025-10-30,2025-10-30T08:58:37.000Z,"プロトタイピングが爆速に。
プロンプトで目的を伝えるだけで、Lovartがポスターや動画の構成案を生成。
企画段階の「方向性出し」が数分で終わるため、チーム会議の準備が激減。
同テーマで1:1／9:16／16:9サイズを一括展開できるのも地味に神。 https://t.co/to1zko37Bg",4,0,1,0,1,674,○,,,https://x.com/SuguruKun_ai/status/1983820828606345380
1983820812462518503,1983820812462518503,1,7,2025-10-30,2025-10-30T08:58:33.000Z,"AIデザインエージェント「Lovart」すごい。
ㅤ
画像・動画・3Dまで、AIが“実行”レベルでこなす：
ㅤ
Photoshop感覚で操作でき、企画→生成→編集→出力が1画面で完結。
ㅤ
実際に使ってみた感想と他ツール比較をリプにまとめました👇 https://t.co/8IPcroWrB4",114,3,1,1,55,10582,○,,,https://x.com/SuguruKun_ai/status/1983820812462518503
1983647137372987511,1983634371434491968,10,10,2025-10-29,2025-10-29T21:28:26.000Z,"Cursorお手製モデル「Composer 1」はグラフの通り「ベストフロティアモデル (GPT-5やSonnet 4.5)」よりは性能やや低いが速度が爆速。

重めの開発：OpenAI Codex / Claude Code
軽めの開発：Composer 1 on Cursor

になりそう。 https://t.co/b2K9GzjIpA",14,0,1,0,4,5310,○,,,https://x.com/SuguruKun_ai/status/1983647137372987511
1983642822172401922,1983634371434491968,9,10,2025-10-29,2025-10-29T21:11:17.000Z,"そういえば以前「Gemini 3.0」と噂されてた「チーター」が、今回追加された 「Composer 1.0」らしい！

本当にCodexのGPT-5 highに慣れてると爆速すぎてものすごい革命を感じる：
https://t.co/cYsOmXRj6s",13,0,1,0,5,10109,,,,https://x.com/SuguruKun_ai/status/1983642822172401922
1983642019470647758,1983634371434491968,8,10,2025-10-29,2025-10-29T21:08:06.000Z,"AIのビジネス活用はもちろん、
画像・動画・コーディング など
幅広いAI情報を丁寧に解説しています。

AI情報を追うならフォロー
👉 @SuguruKun_ai 
https://t.co/qHMpwly6ew",7,0,1,0,1,3236,,,,https://x.com/SuguruKun_ai/status/1983642019470647758
1983640894785122530,1983634371434491968,7,10,2025-10-29,2025-10-29T21:03:38.000Z,"Cursor setting &gt; Preference &gt; Layout

ここから「エージェントレイアウト」に
切り替えると他のバイブコーディングアプリみたいなシンプルUIになる！自分はこっちの方が好き。 https://t.co/aGmOubL3Ov",10,0,1,0,7,1769,○,,,https://x.com/SuguruKun_ai/status/1983640894785122530
1983640417569579248,1983634371434491968,6,10,2025-10-29,2025-10-29T21:01:44.000Z,"今試してるけど4つまでエージェント同時起動できる。

そして思っていたより本当に爆速だった。

コレすごいな...Codex推しだったけどビジネス活用もうまくいけるなら乗り換えアリかもしれない https://t.co/PFz6nppAdD",10,0,1,0,2,1846,○,,,https://x.com/SuguruKun_ai/status/1983640417569579248
1983634391592259839,1983634371434491968,5,10,2025-10-29,2025-10-29T20:37:47.000Z,"4. 「声→コード」に直接変換する音声モードも搭載。
会議中や移動中など、手がふさがるシーンでもコーディングが可能に。
https://t.co/ekQVA6Xvwc",8,0,1,1,0,2684,,○,○,https://x.com/SuguruKun_ai/status/1983634391592259839
1983634387242774892,1983634371434491968,4,10,2025-10-29,2025-10-29T20:37:46.000Z,"3. 内蔵ブラウザでコードの実行・テストまで可能に。
ブラウザ上の動作検証をAIが自動で行い、手作業の負担が激減。
https://t.co/58uHrQxoGN",6,0,1,0,3,2170,,○,○,https://x.com/SuguruKun_ai/status/1983634387242774892
1983634381093925211,1983634371434491968,3,10,2025-10-29,2025-10-29T20:37:45.000Z,"2. 同じタスクを複数のAIに同時依頼。
複数エージェントの中から最適解を選べるため、難しい課題でも成功率が大きく向上。
https://t.co/Yy81sf0NXA",5,0,1,1,2,1818,,○,○,https://x.com/SuguruKun_ai/status/1983634381093925211
1983634376538935730,1983634371434491968,2,10,2025-10-29,2025-10-29T20:37:44.000Z,"1. Composerは“30秒未満”でコーディング完了。
コード生成→テストの反復が圧倒的に高速化し、開発スピードが段違いになる。
https://t.co/o5D9CLLdcq",5,0,1,0,0,1522,,○,○,https://x.com/SuguruKun_ai/status/1983634376538935730
1983634371434491968,1983634371434491968,1,10,2025-10-29,2025-10-29T20:37:42.000Z,"速報。ついに「Cursor 2.0」がリリース。
ㅤ
エージェントと一緒にコーディングでき、実装・テストの速度が劇的に上がる：
ㅤ
話題の新機能4選をまとめました👇🧵
https://t.co/2Tiyo1YYIY",252,28,1,5,144,29141,,○,○,https://x.com/SuguruKun_ai/status/1983634371434491968
1983498226230493594,1983497272412324033,4,4,2025-10-29,2025-10-29T11:36:43.000Z,"Sora2公式のプロンプトガイドはこちら：
https://t.co/Y8Y4FIIoS3",13,0,0,0,11,8438,,,,https://x.com/SuguruKun_ai/status/1983498226230493594
1983497938878754836,1983497272412324033,3,4,2025-10-29,2025-10-29T11:35:34.000Z,"Sora2開くと右側に出てくる
 「ストーリーボード機能」から入力する形です！

5秒ごととかでシーンを変更することができます。 https://t.co/v8rX1KpnrR",11,1,1,0,4,5612,○,,,https://x.com/SuguruKun_ai/status/1983497938878754836
1983497385621000583,1983497272412324033,2,4,2025-10-29,2025-10-29T11:33:22.000Z,"プロンプト：

SHOT 1/5 — 0:00–0:05「HOOK：3秒で動くアイデア」〔縦9:16／ショート動画テンポ／主役：20代後半女性クリエイター（黒ボブ／銀フープピアス／スカイブルーネイル）〕
Scene: 早朝のデスク。湯気のカップ、付箋、ラップトップ。UIは無地ダッシュボード。
Cinematography:
Camera shot:",9,0,1,0,20,1685,,,,https://x.com/SuguruKun_ai/status/1983497385621000583
1983497272412324033,1983497272412324033,1,4,2025-10-29,2025-10-29T11:32:55.000Z,"話題にならなくなったSora2、
実は「25秒生成」機能が追加されてる
ㅤ
一発出しで作ってみたAIアプリの広告動画だけどここまで一貫性あって25秒まで生成できるのなかなかすごい：
ㅤ
オリジナルの「分割プロンプト」は以下👇🧵 https://t.co/DBZbhawMxl",127,7,2,4,115,15448,,○,,https://x.com/SuguruKun_ai/status/1983497272412324033
1983445712332304474,1983442271916732796,4,4,2025-10-29,2025-10-29T08:08:03.000Z,"ちなみに弊社で言うと、自分が元から持っていたある程度の文章能力はAIエージェントに完全に継承できた気がします。

Vercelとは全くやり方違うけど (そもそもドメインが違うけど) 、本当にコンテキストエンジニアリングが大事だと思います。",9,0,0,0,2,5330,,,,https://x.com/SuguruKun_ai/status/1983445712332304474
1983443426084368797,1983442271916732796,3,4,2025-10-29,2025-10-29T07:58:58.000Z,"補足すると、Vercelのやり方が上手いのは、Slackを使った「人間とAIの連携体制」を作ったところ。まずAIがリードのスクリーニングや返信文案を作り、それをSlackで営業担当者に通知。担当者はSlack内で内容をチェックして、OKならそのまま承認、修正が必要ならフィードバックを返す。",16,0,1,0,10,6228,,,,https://x.com/SuguruKun_ai/status/1983443426084368797
1983442493556634071,1983442271916732796,2,4,2025-10-29,2025-10-29T07:55:15.000Z,"こちらの記事が参考になります：
https://t.co/1VRG8KYP1U",12,0,1,0,13,3618,,,○,https://x.com/SuguruKun_ai/status/1983442493556634071
1983442271916732796,1983442271916732796,1,4,2025-10-29,2025-10-29T07:54:22.000Z,"あのVercelが営業チームを「10人から1人＋AIエージェント」にした事例、AI時代の参考になる.
ㅤ
トップ営業に6週間密着し、仕事内容を徹底的に文書化→AIエージェントに丸ごと再現させたところ、インバウンド営業がほぼ自動化。残り9人はより難しいアウトバウンド営業に回したという。 https://t.co/q1U97T3bZI",414,35,3,9,302,53960,○,,,https://x.com/SuguruKun_ai/status/1983442271916732796
1983284373681299709,1983281247746174997,3,3,2025-10-28,2025-10-28T21:26:56.000Z,"この動画を入力してGemini 2.5 proに作らせたLPがこちら。
流石に条件は違うと思うけど、ここまでの違いが出る： https://t.co/n7Lsc0jCqF",18,2,0,0,5,7162,,○,,https://x.com/SuguruKun_ai/status/1983284373681299709
1983281555121623105,1983281247746174997,2,3,2025-10-28,2025-10-28T21:15:44.000Z,"ここから試せます：
https://t.co/VNB41vzwYd",29,2,2,0,16,8541,,,○,https://x.com/SuguruKun_ai/status/1983281555121623105
1983281247746174997,1983281247746174997,1,3,2025-10-28,2025-10-28T21:14:31.000Z,"近日リリースと噂される「Gemini 3.0」が作ったらしいWebサイト、フロントエンドのデザインが本当にすごい： https://t.co/FkCHWJ1fDe",676,59,3,22,351,109720,,○,,https://x.com/SuguruKun_ai/status/1983281247746174997
1983228458034421879,1983227438441345523,2,2,2025-10-28,2025-10-28T17:44:45.000Z,"AI×広告ならこのAIツールもオススメ：
https://t.co/WDnja2nCmR",18,0,0,0,17,9890,,,,https://x.com/SuguruKun_ai/status/1983228458034421879
1983227438441345523,1983227438441345523,1,2,2025-10-28,2025-10-28T17:40:42.000Z,"ついに「バナー広告までAIが自動生成する」時代が来たか…。
https://t.co/xDuV8oSpOD
Google Labsが公開した「Pomelli」かなりすごい。
サイトURLを入力するだけでブランドの特徴（色・フォント・トーン）をAIが抽出、そのままブランド広告やSNS投稿用のバナー画像まで一瞬で作り上げてくれる。",557,53,1,13,587,63796,,○,○,https://x.com/SuguruKun_ai/status/1983227438441345523
1983225670890119403,1983129605121732854,5,5,2025-10-28,2025-10-28T17:33:41.000Z,"気になったのでDeepResearchシェア。
今の所ガチ目に実装しようとしているのはこのプロダクトくらいっぽい。

あとはYouwareとかもマネタイズ特殊な面では似てるかも。 https://t.co/vowqDdiMq7",9,1,0,0,1,5033,○,,,https://x.com/SuguruKun_ai/status/1983225670890119403
1983216225711751217,1983129605121732854,4,5,2025-10-28,2025-10-28T16:56:09.000Z,"てかこのAIツール、AIが自然な文脈で広告挟むことによってマネタイズしてるってかなり斬新なプロダクトだよな...

普通にプロダクト開発の参考になりそうだなとは思いつつ、普通にClaude Codeって原価かなり高いけどどう賄うのだろうとも...",4,0,1,0,2,5805,,,,https://x.com/SuguruKun_ai/status/1983216225711751217
1983188536351436974,1983186043345273030,4,4,2025-10-28,2025-10-28T15:06:07.000Z,"最近のCanva AI周りの動向はここから追うことができます：
https://t.co/eEyK8nYIeH",8,0,0,0,1,7589,,,,https://x.com/SuguruKun_ai/status/1983188536351436974
1983188192955384044,1983186043345273030,3,4,2025-10-28,2025-10-28T15:04:45.000Z,"1. 組織図を作って
2. AI駆動開発の解説資料を作って

仕様的に画像生成までしてくれるのでGammaっぽい感じ。
内容によっては12ページくらいも生成できる。

てかこれもうGammaいらなくないか？
まんまGamma移植した感じになってる https://t.co/5jcelCLEQF",5,1,1,0,2,5110,○,,,https://x.com/SuguruKun_ai/status/1983188192955384044
1983186983020384643,1983186043345273030,2,4,2025-10-28,2025-10-28T14:59:57.000Z,"ちなみに「トンマナ合わせて」と言ってもしてくれないので既存スライド自体はコンテキストに入ったりはしないみたいです。

ただパッとこれが出てくれるのはかなり有難いなあ... https://t.co/APY2vx4CcD",3,0,1,0,0,1394,○,,,https://x.com/SuguruKun_ai/status/1983186983020384643
1983186043345273030,1983186043345273030,1,4,2025-10-28,2025-10-28T14:56:13.000Z,"え、Canva AIめちゃ進化してない？
ㅤ
「こんな感じのスライド欲しい」って言ったら20秒で8ページのスライド資料作ってくれた笑
ㅤ
そのまま使えるわけじゃないけど、画像生成とかじゃなくてガチスライド作ってるから編集可能👇🧵 https://t.co/5TfGVct7Yy",140,7,3,3,78,16366,○,,,https://x.com/SuguruKun_ai/status/1983186043345273030
1983137777353957431,1983136638512328801,3,3,2025-10-28,2025-10-28T11:44:25.000Z,"Claude Codeを無料で使用できるAIツール：
https://t.co/Dv5z5yPE9j",9,0,0,0,7,8266,,,,https://x.com/SuguruKun_ai/status/1983137777353957431
1983136827662803274,1983136638512328801,2,3,2025-10-28,2025-10-28T11:40:39.000Z,"OpenAIが地味に公開した有益プロンプト：
https://t.co/wRFYfomWHx",10,0,1,0,5,9906,,,,https://x.com/SuguruKun_ai/status/1983136827662803274
1983136638512328801,1983136638512328801,1,3,2025-10-28,2025-10-28T11:39:54.000Z,"Cursor公式が公開した「プロンプトのコツ31選」が有益だった。太文字は個人的にも特に重要だと思った部分です： https://t.co/IlJ9Lg7xxU",602,48,3,6,719,70152,○,,,https://x.com/SuguruKun_ai/status/1983136638512328801
1983130265363923170,1983129605121732854,3,5,2025-10-28,2025-10-28T11:14:34.000Z,"Claude Codeも含めたAIツールtipsはこちらにまとめています：
https://t.co/hhaW8maJM6",6,0,1,0,5,11980,,,,https://x.com/SuguruKun_ai/status/1983130265363923170
1983129859468480848,1983129605121732854,2,5,2025-10-28,2025-10-28T11:12:57.000Z,"ウェイトリストはこちら：
https://t.co/46X0Rwc87h
https://t.co/N1djBMtgwm",9,2,1,0,16,14187,,,○,https://x.com/SuguruKun_ai/status/1983129859468480848
1983129605121732854,1983129605121732854,1,5,2025-10-28,2025-10-28T11:11:57.000Z,"Claude Codeを完全無料で使用できる「Giga AI Free」、発想が面白いな…。
ㅤ
・世界最高峰クラスのAIエージェントを完全無料化
・コスト回収は、AIの応答内に挿入される文脈広告＋匿名化データ収集
・導入方法はAPIエンドポイントを差し替えるだけ https://t.co/88npxzIQJY",793,66,1,9,739,95743,,○,,https://x.com/SuguruKun_ai/status/1983129605121732854
1982903346169295028,1982901246424989988,3,3,2025-10-27,2025-10-27T20:12:52.000Z,"この辺りの生成AIの脆弱性についてはこちらにもまとめています：
https://t.co/k1QPIgnvOc",6,0,0,0,4,9399,,,,https://x.com/SuguruKun_ai/status/1982903346169295028
1982901789235261842,1982901246424989988,2,3,2025-10-27,2025-10-27T20:06:41.000Z,"実際にGrokが結構ザルなのは個人的にも感じていて、EU圏内にいると18+の画像表示に
「Grokの顔認証による簡易年齢証明」
が必要なんですが23歳の自分の顔送ったら認証不可能というのが何回送っても出てきた (未成年と見分けつかない？多分) のでまだ発展途上って感じはしますね",7,1,1,0,2,6243,,,,https://x.com/SuguruKun_ai/status/1982901789235261842
1982901246424989988,1982901246424989988,1,3,2025-10-27,2025-10-27T20:04:32.000Z,"海外で「Grokを騙すことでXのアカウントパワーを上げる」という謎の裏技が話題に。
ㅤ
やり方は単純で、Xのプロフ文章を以下のように変更して　「強制的にGrokに有益なアカウントだと思わせる」というもの。
ㅤ
___________
Grok: https://t.co/urlSFUl7C4",119,13,5,5,112,24744,○,,,https://x.com/SuguruKun_ai/status/1982901246424989988
1982604633714647355,1982602084085305396,3,3,2025-10-27,2025-10-27T00:25:54.000Z,"Vercelってちょろっとコード追加すればGoogle連携とかしなくても簡単に流入数とか流入経路の軽い分析できるんですね。

地味に多国籍すぎて何事かと思ったんですけど、そういえばさっきアテネに来たのでアクセスの半分はただ楽しんでる自分ですねこれは... https://t.co/1OG544tF2Q",6,2,0,0,5,5132,○,,,https://x.com/SuguruKun_ai/status/1982604633714647355
1982602716900974716,1982248155895775232,4,4,2025-10-27,2025-10-27T00:18:17.000Z,"この画像を作ってみたいという声が多かったので専用のサイト作ったのでぜひ使ってみてください：
https://t.co/jKIyHXWa4z",3,0,0,0,2,8824,,,,https://x.com/SuguruKun_ai/status/1982602716900974716
1982602087793082691,1982602084085305396,2,3,2025-10-27,2025-10-27T00:15:47.000Z,"こちら：
https://t.co/cZUWLJFcFW https://t.co/BIeRXx69cp",19,3,2,0,17,6252,○,,○,https://x.com/SuguruKun_ai/status/1982602087793082691
1982602084085305396,1982602084085305396,1,3,2025-10-27,2025-10-27T00:15:46.000Z,"このAIツールTier表、
みんなで作れるように専用サイト作りました！
ㅤ
ぜひここからオリジナルの
AIツールランキング画像を作ってみてください：
ㅤ
サイトはツリーに👇🧵 https://t.co/SAt3rp2US1 https://t.co/59zenmqARi",117,10,3,16,75,58211,,○,○,https://x.com/SuguruKun_ai/status/1982602084085305396
1982477025332838443,1982248155895775232,3,4,2025-10-26,2025-10-26T15:58:50.000Z,"※ GeminiがCでGoogle AI StudioがBなのと同様、Claude自体はDですがClaude CodeはCに入れてます。

・Claudeのウェブ版だけで可能だったMCP連携などがChatGPTやその他ツールでも普通にできるようになったこと
・GPT-5 proやthinkingと比べて性能がイマイチになったこと",7,0,1,0,3,10928,,,,https://x.com/SuguruKun_ai/status/1982477025332838443
1982436287152902197,1982248155895775232,2,4,2025-10-26,2025-10-26T13:16:57.000Z,"無料プランや解約済みは入れてないですが、今月課金してるツールはこんな感じです：
https://t.co/3ig0AglyBI",9,0,1,0,5,20073,,,,https://x.com/SuguruKun_ai/status/1982436287152902197
1982248155895775232,1982248155895775232,1,4,2025-10-26,2025-10-26T00:49:23.000Z,"AIを一日8時間使っている自分が選ぶ、2025年現在のAIツールTier表： https://t.co/TKLpEgNgJx",998,42,14,12,676,209607,○,,,https://x.com/SuguruKun_ai/status/1982248155895775232
1982107808255422918,1982107037078048821,5,5,2025-10-25,2025-10-25T15:31:41.000Z,"噂されているUIを見る感じ「環境」「キャラクター」「一人称 or (多分三人称)」などの設定項目がある。

にしても、世界生成っぽさを感じるUIでワクワクしますね https://t.co/bTV2rvBWD1",7,0,0,0,2,5631,○,,,https://x.com/SuguruKun_ai/status/1982107808255422918
1982107043784798228,1982107037078048821,3,5,2025-10-25,2025-10-25T15:28:39.000Z,"3. 恐竜のいた時代を再現したり、ギリシャの古代の街を再現したり、教育などにも活用可能：
https://t.co/1aoB6aH5RC",7,0,1,0,1,5939,,○,○,https://x.com/SuguruKun_ai/status/1982107043784798228
1982107041909916122,1982107037078048821,4,5,2025-10-25,2025-10-25T15:28:39.000Z,"2. あらゆる事象を「プロンプト」で発生させることが可能：
https://t.co/9tW0hlHbEM",2,0,1,0,1,903,,○,○,https://x.com/SuguruKun_ai/status/1982107041909916122
1982107040148242644,1982107037078048821,1,5,2025-10-25,2025-10-25T15:28:38.000Z,"1. 生成された環境は数分間にわたってほぼ一貫性を保つことが可能：
https://t.co/34KYvNu3Qx",4,0,1,0,1,529,,○,○,https://x.com/SuguruKun_ai/status/1982107040148242644
1982107037078048821,1982107037078048821,2,5,2025-10-25,2025-10-25T15:28:38.000Z,"ついに。Googleが世界モデル『Genie 3』の一般公開テストを準備中との噂。
ㅤ
テキストを入力するだけで、自由に探索・操作できる3Dの仮想世界が一瞬で生成。
ㅤ
キャラクターを設定して冒険したりもできる「新時代の生成AI」：
ㅤ
具体的な活用事例をまとめました👇🧵
https://t.co/qMoEr1LRFx",187,19,2,1,92,19790,,○,○,https://x.com/SuguruKun_ai/status/1982107037078048821
1982094332745159003,1982094324629197094,3,3,2025-10-25,2025-10-25T14:38:09.000Z,"マーケに即活用できるプロンプト100選：
https://t.co/QSbE5BIgLP",11,0,0,0,18,10421,,,,https://x.com/SuguruKun_ai/status/1982094332745159003
1982094329792360711,1982094324629197094,2,3,2025-10-25,2025-10-25T14:38:08.000Z,"他にも営業・マーケに特化したプロンプト例から実際のプロンプトサンプルまで掲載されている有益資料です。大企業の実際の導入事例としてここまで公開してくれているのはかなりレア。 ㅤ   

こちら👇 https://t.co/cnCMN25n3s https://t.co/q0Ebojc5QP",19,4,1,0,26,7005,○,,○,https://x.com/SuguruKun_ai/status/1982094329792360711
1982094324629197094,1982094324629197094,1,3,2025-10-25,2025-10-25T14:38:07.000Z,"ChatGPT導入に困ったら絶対にチェックしておきたい、日清発表の部門別プロンプト： https://t.co/RGnlvwStiA",310,29,1,2,296,34137,○,,,https://x.com/SuguruKun_ai/status/1982094324629197094
1981687029990818177,1981684527970820353,3,3,2025-10-24,2025-10-24T11:39:40.000Z,"個人的なAtlasの評価は初日と結構変わってきてて、このポストのセキュリティ周りなど抑えればかなり使える気がしてきてます。

今の所 Arc 70%：Atlas 30% の割合で使っています。

ChatGPTにベンダーロックインされる覚悟があるかどうかも使用頻度に影響する気がします。笑
https://t.co/k1QPIgnvOc",16,1,0,0,8,10237,,,,https://x.com/SuguruKun_ai/status/1981687029990818177
1981685126590578743,1981684527970820353,2,3,2025-10-24,2025-10-24T11:32:06.000Z,"AtlasはこのようにDrive連携可能です。

以前自分がポストした「Codex × G Drive」のナレッジ管理方法を活用していても手軽に引き継げます。

Notionとかだとこういう手軽なナレッジの引き継ぎができないのが玉に瑕...
https://t.co/6nwp5mK45y https://t.co/uaKJw7YXIn",19,0,1,0,17,14802,○,,,https://x.com/SuguruKun_ai/status/1981685126590578743
1981684527970820353,1981684527970820353,1,3,2025-10-24,2025-10-24T11:29:44.000Z,"ChatGPT Atlas × 「ノーコードツール」
この組み合わせがかなり凄いという話。
ㅤ
たとえばこの動画はWebサイトを構築できる
「Studio」をAtlasに触ってもらって、
実際に自社のLPを編集・構築してもらってる様子。
ㅤ
同じ仕組みで、Difyやn8nのワークフローも https://t.co/P7lFZUYLCu",603,50,5,15,629,86492,,○,,https://x.com/SuguruKun_ai/status/1981684527970820353
1981659433877770531,1981659423182348384,6,6,2025-10-24,2025-10-24T09:50:01.000Z,"Qoderはこちら：
https://t.co/hMrDDjmE5h",4,0,1,0,2,4185,,,○,https://x.com/SuguruKun_ai/status/1981659433877770531
1981659431600558254,1981659423182348384,5,6,2025-10-24,2025-10-24T09:50:00.000Z,"実際に作成したサイトがこちら。個人的には実装もしやすいしデザインがなんとなく他のツールよりも良さげな形で出てくる気がする。 https://t.co/IT4eCrw0Mn",4,0,1,0,2,4334,,○,,https://x.com/SuguruKun_ai/status/1981659431600558254
1981659428920459420,1981659423182348384,2,6,2025-10-24,2025-10-24T09:49:59.000Z,"3. PR作成の自動化：実装を行い、変更点をまとめたPR（説明・テスト・変更理由）を自動生成。コードレビューの負担が削減。",1,0,1,0,0,320,,,,https://x.com/SuguruKun_ai/status/1981659428920459420
1981659426949091584,1981659423182348384,3,6,2025-10-24,2025-10-24T09:49:59.000Z,"2. バグトリアージと自動修正：単体テスト失敗や例外の原因を探索→修正提案まで提示。レビューワークの前倒しが可能に。",1,0,1,0,0,296,,,,https://x.com/SuguruKun_ai/status/1981659426949091584
1981659425195614474,1981659423182348384,4,6,2025-10-24,2025-10-24T09:49:59.000Z,"1. プロトタイピングが爆速に。仕様を書くだけでAIがリポジトリを作り、動くプロトを用意してくれるため概念検証が楽に。",1,0,1,0,0,281,,,,https://x.com/SuguruKun_ai/status/1981659425195614474
1981659423182348384,1981659423182348384,1,6,2025-10-24,2025-10-24T09:49:58.000Z,"AIコーディングエージェント「Qoder」がすごい。
ㅤ
AIがタスクを「実行」までやってくれるため、設計→実装のサイクルが短縮：
ㅤ
活用事例と他ツール比較をまとめました👇🧵 https://t.co/kifpbV6SLJ",54,5,2,0,40,8275,○,,,https://x.com/SuguruKun_ai/status/1981659423182348384
1981349337608208613,1981347038919794773,3,3,2025-10-23,2025-10-23T13:17:48.000Z,"GPT-5 proは指示の出し方によってこんな感じでめっちゃ長く自立稼動します。

ここだと「必ず全部しっかり調べた上で」とかのプロンプトが一定トリガーになっていますね。

前も触れましたが今はChatGPT proプランかなり強いので課金オススメです。 https://t.co/eSBLbfS6fe",27,0,0,0,14,6533,○,,,https://x.com/SuguruKun_ai/status/1981349337608208613
1981348669493563457,1981347038919794773,2,3,2025-10-23,2025-10-23T13:15:09.000Z,"あんまり話題になってないけど
GPT-5 pro (頭脳) × GPT-4.5 (分かりやすさ) の組み合わせは激推しですね。

正直これが一個で完結してたのが「o1 pro」だったのでいまだに彼に戻ってきて欲しいんですが...

ウェブ検索できないという点を除けばいまだに最強格なモデルな気もします笑 https://t.co/YPXEfPnmto",21,2,1,0,9,6934,○,,,https://x.com/SuguruKun_ai/status/1981348669493563457
1981347038919794773,1981347038919794773,1,3,2025-10-23,2025-10-23T13:08:40.000Z,"ChatGPTで使ってるモデルランキング

🥇 GPT-5 thinking
なんでもとりあえずこれに投げれば大体どうにかなる。
🥈 GPT-5 pro 
個人的に現状最強のAI。
Manusとかに隠れるけど地味に30分とかの自立稼働とかも普通にするので長大な顧客リスト整理とか任せるとすごいことになる。
🥉 GPT-4.5 https://t.co/m9mU41e1nI",151,8,2,2,69,25821,○,,,https://x.com/SuguruKun_ai/status/1981347038919794773
1981326093337710823,1981325644572069953,3,3,2025-10-23,2025-10-23T11:45:26.000Z,"リサーチ系AIツールでよく使うコマンドまとめ：
https://t.co/vvN8tdnArg",12,1,0,0,16,8361,,,,https://x.com/SuguruKun_ai/status/1981326093337710823
1981325647969386840,1981325644572069953,2,3,2025-10-23,2025-10-23T11:43:40.000Z,"こちら：
https://t.co/50fVnEcT3I https://t.co/K8uhXyrO49",3,1,1,0,9,5081,○,,○,https://x.com/SuguruKun_ai/status/1981325647969386840
1981325644572069953,1981325644572069953,1,3,2025-10-23,2025-10-23T11:43:39.000Z,"Perplexityが公開した「AI活用による業務効率化ガイド」が有益。単なるAI検索ツールではなく、リサーチ機能「Research」で数百のソースから自動レポート生成、「Spaces」でプロジェクト管理、実際の営業活動での活用法まで解説。企業でAI導入を検討している管理職や、生産性をあげたい個人は必読👇🧵 https://t.co/rdpZYPKjhc",36,3,1,0,40,8267,○,,,https://x.com/SuguruKun_ai/status/1981325644572069953
